loss,id
1542.0964,4
2068.1482,6
9328.652,9
6297.1963,12
840.2988,15
2459.8474,17
2164.483,21
912.6406,28
2443.6826,32
3230.649,43
3089.0913,46
963.4973,50
1289.1958,54
1854.6919,62
2397.7612,70
5262.8228,71
2132.5298,75
2491.3647,77
2532.2925,81
2344.7017,83
2084.272,87
1705.1235,97
1247.5222,103
1198.0422,119
1974.2715,120
1012.0659,127
4424.48,138
3689.148,141
758.0571,148
2564.1836,150
2199.2048,151
1694.6389,158
5801.976,160
2835.886,165
3723.4248,168
3951.0356,169
2866.4468,177
3122.2817,178
2121.2446,184
9188.137,194
1890.615,198
3755.6953,203
2510.2874,211
1280.872,217
1452.1292,219
4768.445,221
1742.2498,227
1686.5488,230
2225.7583,235
701.06104,240
3124.2654,243
7217.7617,249
2848.9329,253
1545.4216,258
1754.8464,261
3502.622,263
2578.3223,264
4208.4595,265
1844.8074,268
1150.6029,271
5865.4575,274
710.2289,275
1548.7615,279
1734.5735,282
3230.0117,286
1177.0837,288
2154.3276,294
1009.85,296
1429.5454,297
839.18494,300
8121.074,303
1097.1194,314
4577.5312,315
2668.8955,321
4253.4526,323
3578.8872,330
1963.2334,341
4167.819,342
1643.5281,352
3669.5688,353
5267.8916,360
2243.9382,361
4252.565,362
1376.5952,366
3523.2168,372
2671.994,376
2387.9983,377
1674.3376,379
3819.6904,380
1882.5205,387
2067.4421,392
10003.214,394
1599.8499,395
1519.0437,397
5937.15,407
8645.228,411
2679.308,416
1601.1785,417
3854.6562,419
5345.88,428
1860.6045,431
8607.746,436
1543.154,438
6711.298,445
7716.1973,446
1274.8689,455
1408.8262,456
935.1361,461
1979.616,463
3873.499,464
1866.9468,466
1517.6008,467
1280.0768,470
1490.669,475
3115.111,482
3480.038,490
1862.907,496
4154.5044,497
2816.8179,508
1947.9595,510
1989.3381,512
3337.9697,513
1896.5823,523
5098.501,531
2404.3948,532
1439.5254,533
1203.9388,537
4713.6133,544
2783.9963,547
7759.7314,556
1376.9033,565
1256.2207,566
1441.4636,571
1634.9658,573
954.70166,574
1979.261,581
2008.9773,585
1999.3799,589
1757.2473,597
3828.0684,601
1849.5417,602
1566.6548,613
1529.8,616
2218.894,619
2183.8452,622
1929.9036,623
1580.9275,629
1640.5874,634
1055.0188,638
1164.9111,642
2030.0835,643
1008.313,645
6710.217,648
1285.5624,652
1122.9749,664
2327.7395,666
901.5779,672
2139.3887,676
4245.183,678
1896.731,682
2902.9163,686
2239.4973,688
1267.1302,689
1826.3511,690
11617.655,692
1777.3584,695
4337.652,697
2103.659,698
2597.0593,706
1577.0132,708
2963.2612,712
4423.2583,715
1396.5269,717
3296.5706,725
1141.9199,729
1529.2261,737
5589.119,739
3355.8157,747
2717.0007,753
2181.955,758
2227.1426,759
1522.585,763
4134.652,773
2189.03,774
1589.761,776
3270.3997,788
2738.7793,790
1076.7795,794
2923.0317,801
1531.0977,802
1278.9742,805
5179.1123,809
1720.7656,812
2426.3508,825
2365.031,828
1579.8608,830
1418.1646,833
6145.8247,850
5895.373,852
1495.5527,862
1374.876,863
