id,loss
4,1588.5227502788957
6,2042.300540111466
9,9726.96984670695
12,6413.8975646162025
15,784.7176646486168
17,2335.4518284814308
21,2081.022211052242
28,873.8471565191728
32,2681.816296974314
43,3115.618747832841
46,2693.7755979492767
50,954.7824075079666
54,1180.566781283063
62,1886.34184031423
70,2290.4817326722996
71,4775.914180131787
75,2000.0967982284965
77,2446.721048738126
81,2507.9737390257737
83,2372.2939507619694
87,1980.8260194155046
97,1526.7744831293112
103,1155.921267391418
119,1093.5034054967857
120,1794.3690612069995
127,988.1610424339742
138,4910.585090283387
141,3629.086223347243
148,688.8609699670425
150,2504.844237175237
151,2066.866704427494
158,1550.812817677926
160,5702.73612430831
165,2560.1265440283983
168,3683.9961076874415
169,3928.074241293237
177,2725.1667252227726
178,3084.7784361526465
184,2049.018822015021
194,9314.262394767271
198,1841.04410888882
203,3388.4558254951844
211,2298.794203103609
217,1253.438978281589
219,1396.3482822041778
221,4791.203578649304
227,1811.2469108167456
230,1588.6336221490003
235,2062.5449623721597
240,672.1502913072762
243,2896.337719478033
249,6689.444016632368
253,2633.8766713787063
258,1397.348810025218
261,1747.1526063812748
263,3548.398701715307
264,2464.0805033611477
265,4269.710354867874
268,1832.0207151556917
271,1190.0783384700444
274,5844.323507831375
275,709.8885024835206
279,1544.6840636048798
282,1536.235536281845
286,3215.1112464107146
288,1076.1843453844253
294,2036.3209388761816
296,1011.1148400591753
297,1399.8170195063144
300,790.5502466410087
303,8427.588378793436
314,963.9549159840876
315,4777.0294744686025
321,2671.0698630877027
323,3713.126170180981
330,3764.6900237065424
341,2096.0608335405723
342,4340.3751650539225
352,1636.6305379998237
353,3740.0090272006455
360,4858.1985363438225
361,2314.3176579466563
362,4301.537233433371
366,1346.366424530409
372,3372.5845576037113
376,2800.346551072782
377,2301.498027545949
379,1632.146804037701
380,3467.9874599931063
387,1778.7836514972298
392,2028.3300780812406
394,10148.10131822621
395,1595.139306311091
397,1495.6210723473673
407,5556.411813870027
411,9294.104298607192
416,2455.4942183444555
417,1533.067566770923
419,3700.331965822739
428,6053.563344549392
431,1888.818484274514
436,9008.313318780984
438,1617.1314668126295
445,6709.749784327254
446,6936.380858851913
455,1328.583206712104
456,1243.2736354885353
461,970.9032950610933
463,1925.1805316998384
464,3890.492081458207
466,1936.3802626889883
467,1452.1330077227165
470,1336.6520506263923
475,1545.376366842806
482,3493.6406125495405
490,3572.0448854889023
496,1769.0137223069264
497,4451.976111583039
508,2804.2032708040265
510,1809.2492698848803
512,1853.6141692294896
513,3586.346023096089
523,1771.0258711820568
531,4638.978498176407
532,2202.3829124912168
533,1355.4723049244387
537,1184.9739149495817
544,4737.954140248181
547,2323.1620245603967
556,8014.2216940797025
565,1383.433038889447
566,1226.754901075351
571,1401.5419947756518
573,1690.7164550647317
574,936.5506967923986
581,2012.0098561357981
585,2052.2888477587526
589,1851.6057524320518
597,1733.9593136195651
601,3479.3281934653146
602,1916.6640947407213
613,1508.1574389734271
616,1400.171022088207
619,2362.426807519789
622,2043.0812008928187
623,2084.787587265317
629,1563.3165956682462
634,1527.7966128092191
638,1043.5740605858516
642,1090.556042825908
643,2010.8003674578185
645,1005.5771427452851
648,6862.622470842522
652,1271.2078040358324
664,1055.1001698296343
666,2135.585025411995
672,910.9877681529201
676,2146.0604629534964
678,4558.036356817899
682,1841.50450600993
686,2795.894729765184
688,2431.1553810736905
689,1193.0703038578492
690,1736.572701920046
692,12054.45459952835
695,1611.855371863363
697,3815.542985421918
698,2322.129943803143
706,2604.0601514830983
708,1476.8129082808082
712,2940.6589689800594
715,4206.751089273147
717,1309.768618340709
725,3251.40882161103
729,1135.489213313464
737,1393.051136610174
739,5802.573317294087
747,3719.8193593120195
753,2715.604104713547
758,2226.1332926335895
759,2174.7305908364415
763,1412.7151669295147
773,4045.0503058163376
774,2068.0506277592144
776,1551.3605666540109
788,2938.8294557550025
790,2940.6799352106086
794,1011.7993763422019
801,2811.055634060276
802,1388.7468442340198
805,1371.9417077482854
809,5171.187209949143
812,1685.4676368870319
825,2459.873945759976
828,2169.84496152396
830,1380.7096901690552
833,1226.3549232564526
850,5816.201625859909
852,5938.623697972204
862,1464.8010710445783
863,1347.0198679179994
864,1595.1889543669083
865,3541.7127367072394
868,6602.825158364791
872,1594.1791433842989
879,5307.178368892258
880,1554.2273507202538
883,1269.8846188238174
886,1435.4503059821948
